player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,game_total,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter
Jake Burger,TEX,R,Eury Pérez,R,MIA,MIA,A,mlb_schedule,0.1843261626201765,443,1,pinnacle,527.0,0.1594896331738437,0.0248,0.1873988903776691,0.263843648208469,0.0846905537459283,0.6514657980456026,3.9,0.9836032766720229,84.5,89.6,0.0,0.0,1,91.0,11.0,DOME,12:10 PM ET,loanDepot Park,,5.0,7.5,1,,4.664,0.0,0.2857142857142857,0.1964285714285714,83.9331746031746,0.4365388888888888,0.7237111111111111,0.0164473684210526,0.2171052631578947,0.0296052631578947,,,,,4,0,0,0.0,10,4,2026-06-24,823850,669394
LuJames Groover,AZ,R,Matthew Liberatore,L,STL,STL,A,mlb_schedule,0.10876865039936012,819,1,novig,1076.0,0.08503401360544217,0.0237,0.110613756770832,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,88.4,87.2,8.6,4.037455439958661,0,86.0,13.0,4 MPH TOWARD OF,7:45 PM ET,Busch Stadium,,9.0,9.0,0,100.0,4.592,0.0153846153846153,0.2615384615384615,0.1076923076923077,83.35367063492063,0.3392129629629629,0.4711666666666667,0.0182481751824817,0.2810218978102189,0.0328467153284671,,,,,0,0,0,,1,0,2026-06-24,823041,694410
Braden Montgomery,CWS,L,Tanner Bibee,R,CWS,CLE,H,mlb_schedule,0.1263960644067121,691,1,hardrock,850.0,0.1052631578947368,0.0211,0.1280752618700937,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,103.4,72.5,7.8,7.629551285723684,0,93.0,51.0,8 MPH TOWARD OF,2:10 PM ET,Rate Field,,7.0,8.0,0,15.0,4.632,0.0,0.2285714285714285,0.1714285714285714,86.98222222222222,0.3371444444444444,0.4885333333333333,0.0314685314685314,0.2692307692307692,0.0384615384615384,4.03,1.611940298507463,16.0,89.33333333333333,0,0,0,,1,0,2026-06-24,824583,695731
Ben Williamson,TB,R,Noah Cameron,L,TB,KC,H,mlb_schedule,0.0825714730177455,1111,1,hardrock,1400.0,0.06666666666666667,0.0159,0.0835425561301294,0.22,0.08,0.7000000000000001,3.7,0.9883761862532517,110.5,92.2,0.0,0.0,1,85.0,5.0,DOME,6:40 PM ET,Tropicana Field,,6.0,7.5,0,10.0,3.146,0.0192307692307692,0.3076923076923077,0.1153846153846153,86.75455555555556,0.3214777777777778,0.4158944444444444,0.0166112956810631,0.2691029900332226,0.0199335548172757,,,,,2,0,0,0.0,0,2,2026-06-24,822965,810938
Matt McLain,CIN,R,Shane Drohan,L,CIN,MIL,H,mlb_schedule,0.1687202009795167,493,1,hardrock,550.0,0.15384615384615385,0.0149,0.1759841069388847,0.2622377622377622,0.1293706293706293,0.6083916083916083,3.4,0.9587240797722116,113.5,83.1,8.1,-1.9595673543573089,0,86.0,1.0,CROSSWIND 8 MPH,7:10 PM ET,Great American Ball Park,8.0,9.0,9.5,0,17.0,2.702,0.0425531914893617,0.3191489361702128,0.2340425531914893,83.468,0.4992142857142857,0.7936428571428571,0.0136054421768707,0.238095238095238,0.0204081632653061,,,,,0,0,0,,6,4,2026-06-24,824500,680574
Pedro Ramírez,CHC,L,Nolan McLean,R,NYM,NYM,A,mlb_schedule,0.1097140006414015,811,1,novig,953.0,0.0949667616334283,0.0147,0.111171573489411,0.22,0.08,0.7000000000000001,3.6,0.9868889788795844,95.0,84.0,10.8,-5.723128053718612,0,93.0,1.0,6 MPH TOWARD HP,1:10 PM ET,Citi Field,,7.0,8.5,0,11.0,3.722,0.0,0.375,0.1666666666666666,89.9879365079365,0.3924055555555555,0.5721277777777778,0.0178571428571428,0.225,0.025,3.67,0.864,8.0,83.33333333333333,0,0,0,,0,1,2026-06-24,823613,699393
Elias Díaz,TEX,R,Eury Pérez,R,MIA,MIA,A,mlb_schedule,0.1211864970350055,725,1,fanduel,830.0,0.1075268817204301,0.0137,0.123005565960741,0.22,0.08,0.7000000000000001,3.5,0.9852114909473604,84.5,89.6,0.0,0.0,1,91.0,11.0,DOME,12:10 PM ET,loanDepot Park,,8.0,7.5,0,,4.664,0.0178571428571428,0.3214285714285714,0.1428571428571428,84.51710317460318,0.3738666666666666,0.5129388888888889,0.0164473684210526,0.2171052631578947,0.0296052631578947,,,,,4,2,0,0.5,0,2,2026-06-24,823850,553869
Gabriel Moreno,AZ,R,Matthew Liberatore,L,STL,STL,A,mlb_schedule,0.12883366135674226,676,1,fanduel,750.0,0.11764705882352941,0.0112,0.1298857358168588,0.22,0.08,0.7000000000000001,4.0,0.9919,88.4,87.2,8.6,4.037455439958661,0,86.0,13.0,4 MPH TOWARD OF,7:45 PM ET,Busch Stadium,,4.0,9.0,1,10.0,4.592,0.0,0.2875,0.125,84.91411904761905,0.3578666666666666,0.5040555555555556,0.0182481751824817,0.2810218978102189,0.0328467153284671,,,,,6,0,0,0.0,6,2,2026-06-24,823041,672515
Chase Meidroth,CWS,R,Tanner Bibee,R,CWS,CLE,H,mlb_schedule,0.0962308262784067,939,1,novig,1076.0,0.0850340136054421,0.0112,0.097931366355604,0.24375,0.090625,0.665625,3.7,0.9826353890435644,91.0,72.5,7.8,7.629551285723684,0,93.0,51.0,8 MPH TOWARD OF,2:10 PM ET,Rate Field,6.0,6.0,8.0,0,10.0,4.632,0.0,0.2105263157894736,0.0789473684210526,80.27316402116402,0.3068388888888889,0.4102277777777777,0.0314685314685314,0.2692307692307692,0.0384615384615384,4.03,1.611940298507463,16.0,89.33333333333333,12,2,0,0.167,5,2,2026-06-24,824583,805367
Corbin Carroll,AZ,L,Matthew Liberatore,L,STL,STL,A,mlb_schedule,0.18260669280156153,448,1,fanduel,480.0,0.1724137931034483,0.0102,0.1846491367044335,0.2098765432098765,0.1234567901234567,0.6666666666666666,4.1,0.9889387844464104,81.1,87.2,8.6,4.037455439958661,0,86.0,13.0,4 MPH TOWARD OF,7:45 PM ET,Busch Stadium,13.0,3.0,9.0,1,7.0,4.592,0.0144927536231884,0.3188405797101449,0.2318840579710145,88.79955555555556,0.4468666666666666,0.6624166666666667,0.0182481751824817,0.2810218978102189,0.0328467153284671,,,,,0,0,0,,11,3,2026-06-24,823041,682998
