batter,player_name,team_abbr,opp_team,is_home,bat_order,in_lineup,pitcher_id,pitcher_name,p_throws,game_id,game_time,stadium,stand_R,p_throws_R,opp_k_pct_15,game_date,game_pk,is_dome,wind_out,hit_factor,tb_factor,hr_factor,stand,pa,ab,h,doubles,triples,hr,bb,hbp,sf,k,tb,batted_balls,barrels,hard_hits,fly_balls,ground_balls,line_drives,avg_xba,avg_xslg,target_hit_1plus,target_hit_2plus,target_tb_1plus,target_tb_2plus,target_k_1plus,target_k_2plus,batting_avg_15,obp_15,contact_rate_15,k_rate_15,babip_15,iso_15,hr_rate_15,doubles_rate_15,extra_base_hit_rate_15,avg_total_bases_15,avg_k_per_game_15,hard_hit_pct_15,line_drive_pct_15,gb_pct_15,fly_ball_pct_15,barrel_pct_15,xba_15,xslg_15,batting_avg_last_5,k_rate_last_5,xba_last_5,xslg_last_5,batting_avg_vs_R_15,slg_vs_R_15,k_rate_vs_R_15,batting_avg_vs_L_15,slg_vs_L_15,k_rate_vs_L_15,p_contact_rate_allowed_10,p_babip_allowed_10,p_slg_allowed_10,p_iso_allowed_10,p_gb_pct_10,p_fb_pct_10,p_barrel_pct_allowed_10,p_hits_per9_10,p_hr_per9_10,p_k_per9_10,p_k_rate_10,p_hit_1plus,p_hit_2plus,adj_prob,pred_hits,book_markets,primary_line,primary_side,primary_best_book,primary_best_odds,primary_book_implied,primary_has_line,primary_edge,secondary_line,secondary_side,secondary_best_book,secondary_best_odds,secondary_book_implied,secondary_has_line,secondary_edge
695490,Edwin Arroyo,CIN,SD,1,9.0,1,681190,Randy Vásquez,R,824472,6:40 PM ET,Great American Ball Park,1,1,0.25704225352112675,2026-09-01,824472,0.0,0,97.3,101.4,113.2,R,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0765,0.1415,0,0,0,0,1,1,0.21052631578947367,0.25,0.6842105263157895,0.2926829268292683,0.3076923076923077,0.0,0.0,0.0,0.0,0.5333333333333333,0.8,0.3333333333333333,0.25925925925925924,0.4074074074074074,0.3333333333333333,0.0,0.3687371794871795,0.5629038461538461,0.1,0.6,0.32083333333333336,0.6625000000000002,0.2826086956521739,0.34782608695652173,0.19607843137254902,0.16666666666666666,0.16666666666666666,0.2619047619047619,0.8536585365853658,0.23648648648648649,0.40131578947368424,0.14473684210526316,0.4714285714285714,0.25,0.014285714285714285,12.169014084507042,1.9014084507042253,4.943661971830985,0.12037037037037036,0.45278217332813714,0.08994648731200172,0.45278217332813714,0.21052631578947367,,0.5,,,,,False,,1.5,,,,,False,
682829,Elly De La Cruz,CIN,SD,1,2.0,1,681190,Randy Vásquez,R,824472,6:40 PM ET,Great American Ball Park,1,1,0.25704225352112675,2026-09-01,824472,0.0,0,97.3,101.4,113.2,R,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.614,2.252,0,0,0,0,0,0,0.42105263157894735,0.4634146341463415,0.7105263157894737,0.2682926829268293,0.5769230769230769,0.21052631578947367,0.024390243902439025,0.12195121951219512,0.15789473684210525,1.6,0.7333333333333333,0.48148148148148145,0.2962962962962963,0.5185185185185185,0.18518518518518517,0.037037037037037035,0.504930303030303,0.8192484848484848,0.375,0.36363636363636365,0.4585000000000001,1.0978333333333332,0.2631578947368421,0.43859649122807015,0.20588235294117646,0.2698412698412698,0.4603174603174603,0.34328358208955223,0.8536585365853658,0.23648648648648649,0.40131578947368424,0.14473684210526316,0.4714285714285714,0.25,0.014285714285714285,12.169014084507042,1.9014084507042253,4.943661971830985,0.12037037037037036,0.6150709147192053,0.22113822360978075,0.6150709147192053,0.42105263157894735,,0.5,,,,,False,,1.5,,,,,False,
699302,Héctor Rodríguez,CIN,SD,1,1.0,1,681190,Randy Vásquez,R,824472,6:40 PM ET,Great American Ball Park,0,1,0.25704225352112675,2026-09-01,824472,0.0,0,97.3,101.4,113.2,L,5,5,1,0,0,0,0,0,0,2,1,3,0,0,1,1,0,0.20266666666666666,0.242,1,0,1,0,1,1,0.23529411764705882,0.30357142857142855,0.7450980392156863,0.23214285714285715,0.23529411764705882,0.2549019607843137,0.07142857142857142,0.017857142857142856,0.09803921568627451,1.6666666666666667,0.8666666666666667,0.3157894736842105,0.07894736842105263,0.631578947368421,0.2894736842105263,0.02631578947368421,0.2556025641025641,0.47792307692307695,0.35,0.22727272727272727,0.3277933333333333,0.6772133333333332,0.20833333333333334,0.4166666666666667,0.22641509433962265,0.5,0.7,0.18181818181818182,0.8536585365853658,0.23648648648648649,0.40131578947368424,0.14473684210526316,0.4714285714285714,0.25,0.014285714285714285,12.169014084507042,1.9014084507042253,4.943661971830985,0.12037037037037036,0.6282738125651324,0.24015278315462527,0.6282738125651324,0.23529411764705882,,0.5,,,,,False,,1.5,,,,,False,
668709,JJ Bleday,CIN,SD,1,4.0,1,681190,Randy Vásquez,R,824472,6:40 PM ET,Great American Ball Park,0,1,0.25704225352112675,2026-09-01,824472,0.0,0,97.3,101.4,113.2,L,4,3,0,0,0,0,1,0,0,0,0,3,0,1,2,1,0,0.167,0.40199999999999997,0,0,0,0,0,0,0.21153846153846154,0.3114754098360656,0.7307692307692307,0.22950819672131148,0.2631578947368421,0.11538461538461539,0.01639344262295082,0.01639344262295082,0.057692307692307696,1.1333333333333333,0.9333333333333333,0.3076923076923077,0.358974358974359,0.23076923076923078,0.2564102564102564,0.0,0.2901566666666667,0.39434777777777774,0.17647058823529413,0.09090909090909091,0.34255,0.40684999999999993,0.21568627450980393,0.35294117647058826,0.16129032258064516,0.16363636363636364,0.2909090909090909,0.3114754098360656,0.8536585365853658,0.23648648648648649,0.40131578947368424,0.14473684210526316,0.4714285714285714,0.25,0.014285714285714285,12.169014084507042,1.9014084507042253,4.943661971830985,0.12037037037037036,0.6014716158992717,0.16684808477157334,0.6014716158992717,0.21153846153846154,,0.5,,,,,False,,1.5,,,,,False,
624431,Jose Trevino,CIN,SD,1,6.0,1,681190,Randy Vásquez,R,824472,6:40 PM ET,Great American Ball Park,1,1,0.25704225352112675,2026-09-01,824472,0.0,0,97.3,101.4,113.2,R,4,4,0,0,0,0,0,0,0,1,0,3,0,2,0,2,1,0.341,0.3853333333333333,0,0,0,0,1,0,0.19148936170212766,0.1875,0.7659574468085106,0.22916666666666666,0.2,0.1276595744680851,0.041666666666666664,0.0,0.0425531914893617,1.0,0.7333333333333333,0.24324324324324326,0.10810810810810811,0.5135135135135135,0.2702702702702703,0.02702702702702703,0.20923888888888886,0.3065611111111111,0.1875,0.11764705882352941,0.23281666666666662,0.38321666666666665,0.32,0.64,0.21568627450980393,0.15555555555555556,0.15555555555555556,0.14583333333333334,0.8536585365853658,0.23648648648648649,0.40131578947368424,0.14473684210526316,0.4714285714285714,0.25,0.014285714285714285,12.169014084507042,1.9014084507042253,4.943661971830985,0.12037037037037036,0.6335754833155807,0.17795683929926828,0.6335754833155807,0.19148936170212766,,0.5,,,,,False,,1.5,,,,,False,
682877,Juan Brito,CIN,SD,1,7.0,1,681190,Randy Vásquez,R,824472,6:40 PM ET,Great American Ball Park,0,1,0.25704225352112675,2026-09-01,824472,0.0,0,97.3,101.4,113.2,L,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.249,0.262,0,0,0,0,1,0,0.08823529411764706,0.20512820512820512,0.5882352941176471,0.358974358974359,0.15,0.058823529411764705,0.0,0.05128205128205128,0.058823529411764705,0.3333333333333333,0.9333333333333333,0.3,0.2,0.5,0.1,0.05,0.2961111111111111,0.5024027777777778,0.15384615384615385,0.3333333333333333,0.3285,0.8989166666666666,0.10344827586206896,0.13793103448275862,0.25806451612903225,0.2222222222222222,0.3333333333333333,0.35,0.8536585365853658,0.23648648648648649,0.40131578947368424,0.14473684210526316,0.4714285714285714,0.25,0.014285714285714285,12.169014084507042,1.9014084507042253,4.943661971830985,0.12037037037037036,0.5181342398191626,0.11886141629546465,0.5181342398191626,0.08823529411764706,,0.5,,,,,False,,1.5,,,,,False,
680574,Matt McLain,CIN,SD,1,5.0,1,681190,Randy Vásquez,R,824472,6:40 PM ET,Great American Ball Park,1,1,0.25704225352112675,2026-09-01,824472,0.0,0,97.3,101.4,113.2,R,4,3,1,0,0,0,0,1,0,0,1,3,0,2,1,1,1,0.26933333333333337,0.371,1,0,1,0,0,0,0.14814814814814814,0.22033898305084745,0.6851851851851852,0.2833333333333333,0.17142857142857143,0.12962962962962962,0.03333333333333333,0.016666666666666666,0.05555555555555555,1.0,1.1333333333333333,0.34210526315789475,0.18421052631578946,0.42105263157894735,0.3157894736842105,0.0,0.2521,0.4240944444444444,0.10526315789473684,0.2857142857142857,0.1661,0.23956666666666676,0.14545454545454545,0.32727272727272727,0.2786885245901639,0.1794871794871795,0.358974358974359,0.2608695652173913,0.8536585365853658,0.23648648648648649,0.40131578947368424,0.14473684210526316,0.4714285714285714,0.25,0.014285714285714285,12.169014084507042,1.9014084507042253,4.943661971830985,0.12037037037037036,0.6046728813516332,0.18355587075726013,0.6046728813516332,0.14814814814814814,,0.5,,,,,False,,1.5,,,,,False,
701398,Sal Stewart,CIN,SD,1,3.0,1,681190,Randy Vásquez,R,824472,6:40 PM ET,Great American Ball Park,1,1,0.25704225352112675,2026-09-01,824472,0.0,0,97.3,101.4,113.2,R,4,4,1,1,0,0,0,0,0,0,2,4,0,1,1,2,1,0.27975,0.698,1,0,1,1,0,0,0.3064516129032258,0.34328358208955223,0.7741935483870968,0.208955223880597,0.3181818181818182,0.25806451612903225,0.07462686567164178,0.014925373134328358,0.0967741935483871,2.3333333333333335,0.9333333333333333,0.3877551020408163,0.2653061224489796,0.3673469387755102,0.3673469387755102,0.061224489795918366,0.3730655555555556,0.7147988888888889,0.35,0.17391304347826086,0.33866666666666667,0.8845000000000003,0.29508196721311475,0.4426229508196721,0.19696969696969696,0.27586206896551724,0.41379310344827586,0.25,0.8536585365853658,0.23648648648648649,0.40131578947368424,0.14473684210526316,0.4714285714285714,0.25,0.014285714285714285,12.169014084507042,1.9014084507042253,4.943661971830985,0.12037037037037036,0.6861609525695874,0.2389577426413915,0.6861609525695874,0.3064516129032258,,0.5,,,,,False,,1.5,,,,,False,
670770,TJ Friedl,CIN,SD,1,8.0,1,681190,Randy Vásquez,R,824472,6:40 PM ET,Great American Ball Park,0,1,0.25704225352112675,2026-09-01,824472,0.0,0,97.3,101.4,113.2,L,3,3,0,0,0,0,0,0,0,0,0,3,0,2,0,2,1,0.3213333333333333,0.4466666666666667,0,0,0,0,0,0,0.1111111111111111,0.2,0.7777777777777778,0.2,0.1111111111111111,0.08333333333333333,0.025,0.0,0.027777777777777776,0.4666666666666667,0.5333333333333333,0.25,0.17857142857142858,0.32142857142857145,0.39285714285714285,0.03571428571428571,0.2605654761904762,0.5017142857142857,0.36363636363636365,0.25,0.5838750000000001,1.3175416666666664,0.1282051282051282,0.20512820512820512,0.18604651162790697,0.16326530612244897,0.2653061224489796,0.23214285714285715,0.8536585365853658,0.23648648648648649,0.40131578947368424,0.14473684210526316,0.4714285714285714,0.25,0.014285714285714285,12.169014084507042,1.9014084507042253,4.943661971830985,0.12037037037037036,0.4704328450939143,0.10363878392663539,0.4704328450939143,0.1111111111111111,,0.5,,,,,False,,1.5,,,,,False,
669720,Austin Hays,SD,CIN,0,7.0,1,666157,Nick Lodolo,L,824472,6:40 PM ET,Great American Ball Park,1,0,0.21441124780316345,2026-09-01,824472,0.0,0,97.3,101.4,113.2,R,4,4,0,0,0,0,0,0,0,0,0,4,0,1,1,3,0,0.19649999999999998,0.22675,0,0,0,0,0,0,0.275,0.30952380952380953,0.8,0.19047619047619047,0.3225806451612903,0.075,0.023809523809523808,0.0,0.025,0.9333333333333333,0.5333333333333333,0.34375,0.3125,0.5,0.1875,0.03125,0.3432142857142857,0.4937119047619048,0.2222222222222222,0.36363636363636365,0.2776249999999999,0.3642499999999998,0.18,0.3,0.2549019607843137,0.32608695652173914,0.41304347826086957,0.2765957446808511,0.7247706422018348,0.2810810810810811,0.450261780104712,0.14659685863874344,0.43670886075949367,0.22784810126582278,0.012658227848101266,9.45859872611465,1.031847133757962,7.56687898089172,0.1864406779661017,0.6202076503601918,0.2427488280054516,0.6202076503601918,0.275,,0.5,,,,,False,,1.5,,,,,False,
