player_name,team_abbr,stand,pitcher_name,p_throws,home_team,opp_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter,book_markets
William Contreras,MIL,R,Chase Burns,R,MIL,CIN,H,mlb_schedule,0.2037616887942234,391,1,fanduel,500,0.16666666666666666,0.0371,0.1757616887942234,0.1304347826086956,0.0985507246376811,0.7710144927536231,4.0,0.9972506376261899,113.4,94.0,13.7,7.461554779705871,0,95.0,20.0,7 MPH TOWARD OF,2:10 PM ET,American Family Field,9.0,4.0,1,6.0,3.356,0.0140845070422535,0.3661971830985915,0.1971830985915492,87.50216666666667,0.4348988888888889,0.6796577777777778,0.014336917562724,0.2043010752688172,0.021505376344086,2.36,1.08,11.0,91.66666666666669,0,0,0,,10,2,2026-07-02,823765,661388,"{""novig"": {""odds"": 488}, ""bet365"": {""odds"": 475}, ""betmgm"": {""odds"": 350}, ""pinnacle"": {""odds"": 454}, ""draftkings"": {""odds"": 472}, ""fanduel"": {""odds"": 500}}"
Jose Trevino,CIN,R,Jacob Misiorowski,R,MIL,MIL,A,mlb_schedule,0.0923443985573546,983,1,draftkings,1660,0.056818181818181816,0.0355,0.0643443985573546,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,113.4,94.0,13.7,7.461554779705871,0,95.0,20.0,7 MPH TOWARD OF,2:10 PM ET,American Family Field,,8.0,0,103.0,1.908,0.0,0.22,0.12,81.61555555555556,0.2859622222222222,0.3628955555555555,0.0,0.1672862453531598,0.0,1.45,0.4545454545454545,5.0,99.0,0,0,0,,1,0,2026-07-02,823765,624431,"{""novig"": {""odds"": 1329}, ""draftkings"": {""odds"": 1660}, ""fanduel"": {""odds"": 1100}}"
Jake Bauers,MIL,L,Chase Burns,R,MIL,CIN,H,mlb_schedule,0.2053093393670962,387,1,novig,471,0.17513134851138354,0.0302,0.1773093393670962,0.2558922558922559,0.1414141414141414,0.6026936026936027,3.9,0.9726731435036221,105.1,94.0,13.7,7.461554779705871,0,95.0,20.0,7 MPH TOWARD OF,2:10 PM ET,American Family Field,15.0,5.0,1,8.0,3.356,0.0222222222222222,0.3555555555555555,0.1555555555555555,85.75944444444444,0.3264545454545455,0.4920681818181818,0.014336917562724,0.2043010752688172,0.021505376344086,2.36,1.08,11.0,91.66666666666669,0,0,0,,17,2,2026-07-02,823765,641343,"{""novig"": {""odds"": 471}, ""bet365"": {""odds"": 350}, ""betmgm"": {""odds"": 340}, ""draftkings"": {""odds"": 448}, ""fanduel"": {""odds"": 470}}"
Kyle Karros,COL,R,Ryan Gusto,R,COL,MIA,H,mlb_schedule,0.1415947423337451,606,1,novig,733,0.12004801920768307,0.0215,0.1135947423337451,0.2153284671532846,0.1313868613138686,0.6532846715328466,3.6,0.9779248861091078,99.3,,,,0,,,CALM,3:10 PM ET,Coors Field,6.0,7.0,1,5.0,,0.0161290322580645,0.3548387096774194,0.1774193548387097,85.62196825396826,0.3810888888888888,0.5482944444444444,0.0227272727272727,0.2689393939393939,0.0227272727272727,,,,,0,0,0,,5,1,2026-07-02,824335,691720,"{""novig"": {""odds"": 733}, ""bet365"": {""odds"": 650}, ""draftkings"": {""odds"": 720}, ""fanduel"": {""odds"": 600}}"
David Hamilton,MIL,L,Chase Burns,R,MIL,CIN,H,mlb_schedule,0.1044477374250375,857,1,bet365,1100,0.08333333333333333,0.0211,0.0764477374250375,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,105.1,94.0,13.7,7.461554779705871,0,95.0,20.0,7 MPH TOWARD OF,2:10 PM ET,American Family Field,,9.0,0,26.0,3.356,0.0166666666666666,0.1666666666666666,0.1833333333333333,77.6806111111111,0.3067435897435897,0.4312051282051282,0.014336917562724,0.2043010752688172,0.021505376344086,2.36,1.08,11.0,91.66666666666669,2,2,0,1.0,3,0,2026-07-02,823765,666152,"{""novig"": {""odds"": 900}, ""bet365"": {""odds"": 1000}, ""betmgm"": {""odds"": 725}, ""fanduel"": {""odds"": 900}}"
Garrett Mitchell,MIL,L,Chase Burns,R,MIL,CIN,H,mlb_schedule,0.1457590150988397,586,1,fanduel,700,0.125,0.0208,0.1177590150988397,0.338403041825095,0.1292775665399239,0.532319391634981,3.7,0.9399085556319693,105.1,94.0,13.7,7.461554779705871,0,95.0,20.0,7 MPH TOWARD OF,2:10 PM ET,American Family Field,6.0,6.0,1,6.0,3.356,0.0,0.2807017543859649,0.1228070175438596,88.73129629629629,0.424672619047619,0.6344047619047618,0.014336917562724,0.2043010752688172,0.021505376344086,2.36,1.08,11.0,91.66666666666669,0,0,0,,6,0,2026-07-02,823765,669003,"{""novig"": {""odds"": 641}, ""bet365"": {""odds"": 500}, ""fanduel"": {""odds"": 700}}"
TJ Friedl,CIN,L,Jacob Misiorowski,R,MIL,MIL,A,mlb_schedule,0.09575292212033659,944,1,novig,1233,0.07501875468867217,0.0207,0.0677529221203366,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,105.1,94.0,13.7,7.461554779705871,0,95.0,20.0,7 MPH TOWARD OF,2:10 PM ET,American Family Field,,9.0,0,63.0,1.908,0.0,0.1333333333333333,0.1111111111111111,77.49774603174602,0.332301282051282,0.4479679487179486,0.0,0.1672862453531598,0.0,1.45,0.4545454545454545,5.0,99.0,6,2,0,0.333,2,0,2026-07-02,823765,670770,"{""novig"": {""odds"": 1233}, ""bet365"": {""odds"": 1000}, ""betmgm"": {""odds"": 875}, ""fanduel"": {""odds"": 1200}}"
Cooper Pratt,MIL,R,Chase Burns,R,MIL,CIN,H,mlb_schedule,0.1091180276403514,816,1,novig,1011,0.09000900090009001,0.0191,0.0811180276403514,0.22,0.08,0.7000000000000001,3.5,0.9852114909473605,113.4,94.0,13.7,7.461554779705871,0,95.0,20.0,7 MPH TOWARD OF,2:10 PM ET,American Family Field,,8.0,0,,3.356,0.0,0.2033898305084746,0.0338983050847457,83.93395238095239,0.3877803030303031,0.5374772727272727,0.014336917562724,0.2043010752688172,0.021505376344086,2.36,1.08,11.0,91.66666666666669,0,0,0,,0,0,2026-07-02,823765,806198,"{""novig"": {""odds"": 1011}, ""bet365"": {""odds"": 850}, ""draftkings"": {""odds"": 900}, ""fanduel"": {""odds"": 900}}"
Alec Bohm,PHI,R,Jared Jones,R,PHI,PIT,H,mlb_schedule,0.1363495909969392,633,1,fanduel,750,0.11764705882352941,0.0187,0.1083495909969392,0.1454545454545454,0.0757575757575757,0.7787878787878787,3.9,0.9972154514851859,114.1,,,,0,,,CALM,12:35 PM ET,Citizens Bank Park,10.0,5.0,0,16.0,,0.0227272727272727,0.2386363636363636,0.1704545454545454,83.73467724867724,0.2621311111111111,0.389747619047619,0.0240963855421686,0.2771084337349397,0.0321285140562249,,,,,6,4,2,0.667,6,4,2026-07-02,823442,664761,"{""novig"": {""odds"": 700}, ""bet365"": {""odds"": 575}, ""draftkings"": {""odds"": 640}, ""fanduel"": {""odds"": 750}}"
Nick Gonzales,PIT,R,Alan Rangel,R,PHI,PHI,A,mlb_schedule,0.1183920972036123,745,1,draftkings,900,0.1,0.0184,0.0903920972036123,0.1859756097560975,0.0823170731707317,0.7317073170731707,3.7,0.9923113044362363,114.1,,,,0,,,CALM,12:35 PM ET,Citizens Bank Park,3.0,6.0,0,11.0,,0.0125,0.1875,0.15,83.47697619047618,0.3450888888888889,0.4829944444444444,0.0206185567010309,0.1855670103092783,0.0206185567010309,,,,,2,0,0,0.0,3,0,2026-07-02,823442,693304,"{""novig"": {""odds"": 809}, ""bet365"": {""odds"": 700}, ""betmgm"": {""odds"": 475}, ""draftkings"": {""odds"": 900}, ""fanduel"": {""odds"": 830}}"
