player_name,team_abbr,stand,pitcher_name,p_throws,home_team,is_home,lineup_source,adj_prob,fair_odds,has_line,best_book,best_odds,book_implied,edge,model_prob,k_pct,bb_pct,contact_rate,exp_pa,p_contact_game,hr_park_factor,temp_f,wind_speed,wind_favor,is_dome,humidity_pct,precip_pct,wind_description,game_time,stadium,season_hr,bat_order,game_total,recent_hr,days_since_hr,p_fip,barrel_pct_15,hardhit_pct_15,flyball_pct_15,avg_ev_15,xwoba_15,xslg_15,p_barrel_pct_allowed_10,p_hardhit_pct_allowed_10,p_hr_per_bb_allowed_10,pitcher_era,pitcher_hr9,pitcher_hr_allowed,pitcher_ip,vs_pitcher_ab,vs_pitcher_h,vs_pitcher_hr,vs_pitcher_avg,hr_vs_r,hr_vs_l,game_date,game_id,batter
Dillon Dingler,DET,R,Zebby Matthews,R,DET,H,mlb_schedule,0.2332733803103842,329,1,prophetx,475.0,0.1739130434782608,0.0594,0.2356683508783535,0.2015810276679842,0.1067193675889328,0.691699604743083,3.9,0.9898375383922235,104.4,87.6,11.4,4.085394624816424,0,93.0,27.0,4 MPH TOWARD OF,1:10 PM ET,Comerica Park,16.0,5.0,9.5,1,8.0,4.518,0.0263157894736842,0.3815789473684211,0.25,85.80647619047619,0.4880111111111111,0.7814244444444445,0.0284810126582278,0.240506329113924,0.0253164556962025,,,,,4,2,0,0.5,14,5,2026-06-11,824265,693307
Bo Bichette,NYM,R,Hunter Dobbins,R,NYM,H,mlb_schedule,0.1136782084728856,780,1,prophetx,900.0,0.1,0.0137,0.1139966874285784,0.1780821917808219,0.0684931506849315,0.7534246575342465,4.2,0.9972062437700896,95.6,97.8,10.7,2.769363782596972,0,93.0,27.0,CROSSWIND 11 MPH,1:10 PM ET,Citi Field,5.0,2.0,9.0,0,23.0,3.562,0.0108695652173913,0.2608695652173913,0.1739130434782608,84.06823809523809,0.3457644444444445,0.4934388888888888,0.0235849056603773,0.2971698113207547,0.0188679245283018,,,,,0,0,0,,1,5,2026-06-11,823619,666182
Otto Lopez,MIA,R,Merrill Kelly,R,MIA,H,mlb_schedule,0.11100506941938,801,1,novig,910.0,0.099009900990099,0.012,0.1111562776444621,0.1584507042253521,0.0492957746478873,0.7922535211267605,4.2,0.9986396789431388,84.5,87.2,0.0,0.0,1,85.0,3.0,DOME,1:10 PM ET,loanDepot Park,5.0,2.0,8.5,1,9.0,6.117,0.0126582278481012,0.2658227848101265,0.1518987341772152,82.73948773448774,0.3559277777777778,0.4937533333333333,0.0258064516129032,0.3096774193548387,0.0387096774193548,,,,,14,10,0,0.714,5,1,2026-06-11,823855,672640
Austin Martin,MIN,R,Keider Montero,R,DET,A,mlb_schedule,0.0706173564142922,1316,1,novig,1329.0,0.0699790062981105,0.0006,0.0721626333646673,0.1748878923766816,0.147982062780269,0.6771300448430493,3.4,0.978586189578668,104.4,87.6,11.4,4.085394624816424,0,93.0,27.0,4 MPH TOWARD OF,1:10 PM ET,Comerica Park,2.0,9.0,9.5,0,20.0,4.161,0.0138888888888888,0.1527777777777778,0.125,82.81620634920635,0.27777,0.3767388888888889,0.0275862068965517,0.2862068965517241,0.0241379310344827,,,,,0,0,0,,1,1,2026-06-11,824265,668885
Ian Happ,CHC,L,Ryan Feltner,R,COL,A,mlb_schedule,0.19214205255706157,420,1,prophetx,410.0,0.19607843137254902,-0.0039,0.2021436709169204,0.3191489361702128,0.1524822695035461,0.5283687943262412,4.0,0.950522228499702,113.9,78.7,12.0,-5.44788599687456,0,56.0,0.0,5 MPH TOWARD HP,3:10 PM ET,Coors Field,15.0,4.0,11.0,1,7.0,4.725,0.0161290322580645,0.3548387096774194,0.1935483870967742,87.23488359788358,0.4216388888888889,0.6759944444444445,0.024390243902439,0.2845528455284553,0.024390243902439,,,,,6,0,0,0.0,13,3,2026-06-11,824346,664023
Jakob Marsee,MIA,L,Merrill Kelly,R,MIA,H,mlb_schedule,0.0909009514631305,1000,1,novig,953.0,0.0949667616334283,-0.0041,0.0939786662125917,0.2226277372262773,0.1642335766423357,0.6131386861313869,3.6,0.9672509211558822,91.5,87.2,0.0,0.0,1,85.0,3.0,DOME,1:10 PM ET,loanDepot Park,3.0,7.0,8.5,0,27.0,6.117,0.0,0.2241379310344827,0.1551724137931034,79.47006349206349,0.2866923076923077,0.3759423076923077,0.0258064516129032,0.3096774193548387,0.0387096774193548,,,,,6,2,0,0.333,2,1,2026-06-11,823855,805300
Esteury Ruiz,MIA,R,Merrill Kelly,R,MIA,H,mlb_schedule,0.0663419175061536,1407,1,betrivers,1300.0,0.0714285714285714,-0.0051,0.0674673143391274,0.22,0.08,0.7000000000000001,3.4,0.98331937703468,84.5,87.2,0.0,0.0,1,85.0,3.0,DOME,1:10 PM ET,loanDepot Park,,9.0,8.5,1,8.0,6.117,0.0263157894736842,0.131578947368421,0.2105263157894736,82.98333333333333,0.2665694444444444,0.3814583333333333,0.0258064516129032,0.3096774193548387,0.0387096774193548,,,,,6,2,0,0.333,1,2,2026-06-11,823855,665923
Xavier Edwards,MIA,L,Merrill Kelly,R,MIA,H,mlb_schedule,0.0773806191154912,1192,1,prophetx,1100.0,0.0833333333333333,-0.006,0.0776675007682381,0.1215277777777777,0.125,0.7534722222222222,4.0,0.9963062844830958,91.5,87.2,0.0,0.0,1,85.0,3.0,DOME,1:10 PM ET,loanDepot Park,6.0,4.0,8.5,0,23.0,6.117,0.0142857142857142,0.1142857142857142,0.0428571428571428,78.79325925925926,0.3221388888888889,0.4209791666666667,0.0258064516129032,0.3096774193548387,0.0387096774193548,,,,,16,4,0,0.25,2,4,2026-06-11,823855,669364
Brooks Lee,MIN,R,Keider Montero,R,DET,A,mlb_schedule,0.1119622743896913,793,1,prophetx,740.0,0.119047619047619,-0.0071,0.1124904013962822,0.1750972762645914,0.0778210116731517,0.7470817120622568,3.9,0.9953051371491652,104.4,87.6,11.4,4.085394624816424,0,93.0,27.0,4 MPH TOWARD OF,1:10 PM ET,Comerica Park,10.0,5.0,9.5,1,6.0,4.161,0.0208333333333333,0.2916666666666667,0.1875,88.25194444444443,0.2800654761904762,0.4275,0.0275862068965517,0.2862068965517241,0.0241379310344827,,,,,10,6,0,0.6,7,4,2026-06-11,824265,686797
Edouard Julien,COL,L,Edward Cabrera,R,COL,H,mlb_schedule,0.10444810758815812,857,1,prophetx,790.0,0.11235955056179775,-0.0079,0.1050410059734965,0.22,0.08,0.7000000000000001,4.3,0.9943555530543188,113.9,78.7,12.0,-5.44788599687456,0,56.0,0.0,5 MPH TOWARD HP,3:10 PM ET,Coors Field,,1.0,11.0,0,44.0,4.886,0.0,0.2203389830508474,0.0508474576271186,85.89874603174603,0.4139555555555556,0.5192277777777777,0.014760147601476,0.2583025830258302,0.029520295202952,,,,,6,0,0,0.0,3,0,2026-06-11,824346,666397
TJ Rumfield,COL,L,Edward Cabrera,R,COL,H,mlb_schedule,0.11469091768399936,772,1,prophetx,710.0,0.12345679012345678,-0.0088,0.1151773392135467,0.1511627906976744,0.1124031007751938,0.7364341085271318,4.1,0.9957767601433692,113.9,78.7,12.0,-5.44788599687456,0,56.0,0.0,5 MPH TOWARD HP,3:10 PM ET,Coors Field,8.0,3.0,11.0,0,19.0,4.886,0.0136986301369863,0.1643835616438356,0.1506849315068493,80.18574074074074,0.2409642857142857,0.3116858974358974,0.014760147601476,0.2583025830258302,0.029520295202952,,,,,0,0,0,,9,0,2026-06-11,824346,681198
Juan Soto,NYM,L,Hunter Dobbins,R,NYM,H,mlb_schedule,0.20220064107063,395,1,prophetx,370.0,0.2127659574468085,-0.0106,0.2031627013441711,0.1401869158878504,0.1308411214953271,0.7289719626168224,4.1,0.9952645821936024,95.0,97.8,10.7,2.769363782596972,0,93.0,27.0,CROSSWIND 11 MPH,1:10 PM ET,Citi Field,13.0,3.0,9.0,0,11.0,3.562,0.0441176470588235,0.3823529411764705,0.3088235294117647,90.51439682539682,0.5327566666666667,0.8761366666666668,0.0235849056603773,0.2971698113207547,0.0188679245283018,,,,,4,0,0,0.0,10,3,2026-06-11,823619,665742
Nico Hoerner,CHC,R,Ryan Feltner,R,COL,A,mlb_schedule,0.07236949959986526,1282,1,prophetx,1100.0,0.08333333333333333,-0.011,0.0724907008083994,0.0657894736842105,0.1118421052631579,0.8223684210526316,3.7,0.9983280447397732,99.3,78.7,12.0,-5.44788599687456,0,56.0,0.0,5 MPH TOWARD HP,3:10 PM ET,Coors Field,4.0,6.0,11.0,0,51.0,4.725,0.0,0.2258064516129032,0.1182795698924731,82.42008658008656,0.2756677777777778,0.3486722222222222,0.024390243902439,0.2845528455284553,0.024390243902439,,,,,0,0,0,,3,2,2026-06-11,824346,663538
Gleyber Torres,DET,R,Zebby Matthews,R,DET,H,mlb_schedule,0.0949773814016368,953,1,prophetx,840.0,0.1063829787234042,-0.0114,0.0955859412441732,0.22,0.08,0.7000000000000001,4.2,0.9936333750066674,104.4,87.6,11.4,4.085394624816424,0,93.0,27.0,4 MPH TOWARD OF,1:10 PM ET,Comerica Park,,2.0,9.5,1,9.0,4.518,0.0352941176470588,0.2352941176470588,0.0941176470588235,80.29057407407407,0.3517214285714285,0.5137654761904763,0.0284810126582278,0.240506329113924,0.0253164556962025,,,,,6,0,0,0.0,2,1,2026-06-11,824265,650402
Brett Sullivan,COL,L,Edward Cabrera,R,COL,H,mlb_schedule,0.08940664467588277,1018,1,prophetx,880.0,0.10204081632653061,-0.0126,0.0909233019952271,0.22,0.08,0.7000000000000001,3.4,0.9833193770346799,113.9,78.7,12.0,-5.44788599687456,0,56.0,0.0,5 MPH TOWARD HP,3:10 PM ET,Coors Field,,9.0,11.0,1,16.0,4.886,0.0158730158730158,0.1746031746031746,0.1428571428571428,84.22863492063493,0.2594055555555556,0.3448166666666666,0.014760147601476,0.2583025830258302,0.029520295202952,,,,,0,0,0,,2,0,2026-06-11,824346,664954
Liam Hicks,MIA,L,Merrill Kelly,R,MIA,H,mlb_schedule,0.0923243058056248,983,1,prophetx,840.0,0.1063829787234042,-0.0141,0.0924415554262889,0.092,0.12,0.788,4.3,0.9987316351382944,91.5,87.2,0.0,0.0,1,85.0,3.0,DOME,1:10 PM ET,loanDepot Park,12.0,1.0,8.5,0,10.0,6.117,0.0,0.1940298507462686,0.1641791044776119,81.51633333333334,0.1923055555555555,0.2615277777777777,0.0258064516129032,0.3096774193548387,0.0387096774193548,,,,,8,0,0,0.0,11,1,2026-06-11,823855,689414
